search_key,job_name,company_name,job_location,location,post_time,salary,others,skills
data scientist,Senior Data Scientist,Darling Consulting Group,"Newburyport, MA (Hybrid)","Newburyport, MA",1 month ago,0,"['Hybrid', 'Full-time']","['Data Analytics', 'Data Mining', 'Data Science']"
data scientist,Data Scientist,EPITEC,"Dearborn, MI (Hybrid)","Dearborn, MI",2 days ago,0,"['Hybrid', 'Contract', 'Associate']","['Cloud Applications', 'Data Modeling', 'Data Visualization', 'Microsoft Excel', 'Microsoft PowerPoint', 'Python (Programming Language)', 'Qlik Sense']"
data scientist,"Data Scientist, Product Analytics",Meta,"Austin, TX","Austin, TX",Reposted 2 weeks ago,"$134,000/yr - $204,000/yr","['$134K/yr - $204K/yr', 'Full-time']","['Analytics', 'Computer Science', 'Data Science', 'Forecasting', 'Investment Decisions', 'Mathematics', 'Natural Language Processing (NLP)', 'Pattern Recognition', 'Presentations', 'Quantitative Analytics']"
data scientist,Data Scientist,Nexxen,"New York, NY (On-site)","New York, NY",Reposted 2 weeks ago,"$200,000/yr - $225,000/yr (from job description)","['$200K/yr - $225K/yr', 'On-site', 'Full-time', 'Mid-Senior level']","['Communication', 'Computer Science', 'Data Mining', 'Data Science', 'Digital Marketing', 'Machine Learning', 'Natural Language Processing (NLP)', 'Pattern Recognition', 'Presentations', 'Statistical Analysis']"
data scientist,Data Scientist,Coherent Corp.,"Easton, PA (On-site)","Easton, PA",3 weeks ago,0,"['On-site', 'Full-time', 'Mid-Senior level']","['Communication', 'Computer Science', 'Data Analytics', 'Data Science', 'Data Visualization', 'Mathematical Modeling', 'Mathematics', 'Pandas (Software)', 'Reasoning Skills', 'Statistical Analysis']"
data scientist,Data Scientist,Cypress HCM,"Draper, UT (Hybrid)","Draper, UT",1 week ago,$50/hr - $70/hr,"['$50/hr - $70/hr', 'Hybrid', 'Contract', 'Mid-Senior level']","['Credit Risk Management', 'Data Analytics', 'Data Science', 'Data Visualization', 'Python (Programming Language)', 'SQL', 'Tableau']"
data scientist,Data Science Graduate (TikTok-Product-Data Science-Music) - 2025 Start (BS/MS),TikTok,"San Jose, CA","San Jose, CA",Reposted 2 weeks ago,"$84,444/yr - $177,777/yr","['$84.4K/yr - $177.8K/yr', 'Full-time']","['Data Acquisition', 'Data Analysis', 'Data Analytics', 'Internationalization', 'Music Industry', 'Onboarding', 'Optimization', 'Presentations', 'Product Optimization', 'Quantitative Analytics']"
data scientist,Data Scientist,Covestro,"Pittsburgh, PA (Hybrid)","Pittsburgh, PA",2 weeks ago,0,"['Hybrid', 'Full-time', 'Mid-Senior level']","['Analytical Models', 'Data Science', 'Data Wrangling', 'Image Editing', 'Mathematics', 'Programming Languages', 'Prototyping', 'Statistical Concepts', 'Statistics', 'Visualization']"
data scientist,Data Scientist,J.R. Simplot Company,"Boise, ID","Boise, ID",2 weeks ago,0,"['Full-time', 'Mid-Senior level']","['Analytical Skills', 'Analytics', 'Artificial Intelligence (AI)', 'Communication', 'Data Science', 'Pattern Recognition', 'Problem Analysis', 'Self-confidence', 'Technical Requirements', 'Written Communication']"
data scientist,Data Scientist,FIS,"Bellevue, WA (On-site)","Bellevue, WA",Reposted 1 week ago,0,"['On-site', 'Full-time', 'Mid-Senior level']","['Communication', 'Computer Science', 'Data Modeling', 'Data Science', 'Data-driven Decision Making', 'Datasets', 'Natural Language Processing (NLP)', 'Programming Concepts', 'Statistical Analysis', 'Statistical Modeling']"
data scientist,Associate Data Scientist,Gartner,"Stamford, CT (Hybrid)","Stamford, CT",Reposted 2 weeks ago,"$96,000/yr - $130,500/yr (from job description)","['$96K/yr - $130.5K/yr', 'Hybrid', 'Full-time']","['Artificial Intelligence (AI)', 'Business Strategy', 'Data Analytics', 'Data Science', 'Machine Learning', 'Natural Language Processing (NLP)', 'Predictive Modeling', 'Problem Solving', 'Quantitative Analytics', 'Recommender Systems']"
data scientist,Data Scientist,Coinbase,"Miami, FL","Miami, FL",Reposted 2 weeks ago,"$140,250/yr - $165,000/yr (from job description)","['$140.2K/yr - $165K/yr', 'Full-time', 'Entry level']","['Analytical Skills', 'Clear Communications', 'Communication', 'Computer Science', 'Data Engineering', 'Data Science', 'Natural Language Processing (NLP)', 'Predictive Analytics', 'Python (Programming Language)', 'SQL']"
data scientist,Data Scientist,Amrock,"Detroit, MI","Detroit, MI",Reposted 2 weeks ago,0,"['Full-time', 'Mid-Senior level']","['Computer Science', 'Data Analytics', 'Data Science', 'Exploratory Data Analysis', 'Feature Engineering', 'Feature Selection', 'Pattern Recognition', 'Predictive Modeling', 'Statistical Packages', 'Unstructured Data']"
data scientist,Data Scientist,Proven Recruiting,"Austin, TX","Austin, TX",2 weeks ago,0,"['Full-time', 'Mid-Senior level']","['Analytics', 'Data Analytics', 'Data Engineering', 'Data Science', 'Data Visualization', 'Deep Learning', 'Financial Data', 'Natural Language Processing (NLP)', 'Predictive Analytics', 'Statistics']"
data scientist,Data Scientist,Coinbase,"Salt Lake City, UT","Salt Lake City, UT",Reposted 2 weeks ago,"$140,250/yr - $165,000/yr (from job description)","['$140.2K/yr - $165K/yr', 'Full-time', 'Entry level']","['Analytical Skills', 'Clear Communications', 'Communication', 'Computer Science', 'Data Engineering', 'Data Science', 'Natural Language Processing (NLP)', 'Predictive Analytics', 'Python (Programming Language)', 'SQL']"
data scientist,Data Scientist,Coinbase,Los Angeles Metropolitan Area,Los Angeles Metropolitan Area,Reposted 2 weeks ago,"$140,250/yr - $165,000/yr (from job description)","['$140.2K/yr - $165K/yr', 'Full-time', 'Entry level']","['Analytical Skills', 'Clear Communications', 'Communication', 'Computer Science', 'Data Engineering', 'Data Science', 'Natural Language Processing (NLP)', 'Predictive Analytics', 'Python (Programming Language)', 'SQL']"
data scientist,Data Scientist,Deloitte,"Raleigh, NC (Hybrid)","Raleigh, NC",Reposted 1 day ago,0,"['Hybrid', 'Full-time']","['Customer Analysis', 'Dashboard Building', 'Data Analytics', 'Data Science', 'Data Visualization', 'Descriptive Analysis', 'Linear Regression', 'Multivariate Testing', 'Presentations', 'Statistical Modeling']"
data scientist,"Data Scientist III, Research",Google,"Kirkland, WA (On-site)","Kirkland, WA",5 days ago,"$127,000/yr - $187,000/yr (from job description)","['$127K/yr - $187K/yr', 'On-site', 'Full-time']","['Analytical Skills', 'Data Science', 'English', 'Mathematics', 'Molecular Biology', 'Polymerase Chain Reaction (PCR)', 'Qualitative Research', 'Research and Development (R&D)', 'Statistics', 'Teamwork']"
