search_key,job_name,company_name,job_location,location,post_time,salary,others,skills
researcher,"Researcher, Strategic Research",Grammarly,"Maine, United States (Hybrid)","Maine, United States",Reposted 1 week ago,"$160,000/yr - $403,000/yr (from job description)","['$160K/yr - $403K/yr', 'Hybrid\nMatches your job preferences, workplace type is Hybrid.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Mid-Senior level']","['Analytical Skills', 'Natural Language Processing (NLP)', 'Research Projects', 'Communication', 'Data Science', 'Machine Learning', 'Pattern Recognition', 'Polymerase Chain Reaction (PCR)', 'Statistics', 'Teamwork', 'Data Analysis', 'Leadership', 'Microsoft Office', 'Data Structures', 'JavaScript', 'Problem Solving', 'Project Management', 'Research Skills']"
researcher,Research Associate I - Consumer Staples,Stifel Financial Corp.,"St Louis, MO (On-site)","St Louis, MO",Reposted 2 days ago,0,"['On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Entry level']","['Alternative Solutions', 'Analyze Information', 'DCF Valuation', 'Data Collection', 'Flow Analysis', 'Income Statements', 'Inductive Reasoning', 'Security Analysis (Securities)', 'Written Communication', 'Written Expression', 'Analytical Skills', 'Leadership', 'Microsoft Excel', 'Microsoft Office', 'Microsoft PowerPoint', 'Python (Programming Language)', 'Communication', 'Financial Analysis', 'Problem Solving', 'Teamwork']"
researcher,Research Administration Apprenticeship Program (RAAP),Carnegie Mellon University,"Pittsburgh, PA (Hybrid)","Pittsburgh, PA",Reposted 1 day ago,0,"['Hybrid\nMatches your job preferences, workplace type is Hybrid.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Internship']","['Google Sheets', 'Accounting Standards', 'Communication', 'Customer Service', 'F&A', 'General Administration', 'Oral Communication', 'Pre-award', 'Problem Solving', 'Research Administration', 'Analytical Skills', 'Data Analysis', 'Leadership', 'Microsoft Excel', 'Microsoft Office', 'Python (Programming Language)', 'Project Management', 'Research Skills']"
researcher,Junior Researcher (Mandarin/English),Jerry,"Austin, TX (Remote)","Austin, TX",2 weeks ago,0,"['Remote\nMatches your job preferences, workplace type is Remote.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Internship']","['Attention to Detail', 'Continuous Improvement', 'Legal Requirements', 'Mandarin', 'Microbiology', 'Molecular Biology', 'Organization Skills', 'Product Offerings', 'Product Promotion', 'State Laws']"
researcher,"Student Researcher, BS/MS, Fall 2024",Google,"Cambridge, MA (On-site)","Cambridge, MA",3 weeks ago,"$90,000/yr - $118,000/yr (from job description)","['$90K/yr - $118K/yr', 'On-site\nMatches your job preferences, workplace type is On-site.', 'Internship\nMatches your job preferences, job type is Internship.']","['Natural Language Processing (NLP)', 'Applied Mathematics', 'Communication', 'Computer Science', 'Data Science', 'Easily Adaptable', 'Intelligent Systems', 'Mathematics', 'Quantum Information', 'Research Skills', 'Python (Programming Language)', 'Algorithms', 'C++', 'Cascading Style Sheets (CSS)', 'HTML', 'Java', 'JavaScript', 'Machine Learning', 'Problem Solving']"
researcher,Research Associate-Fixed Term,Michigan State University,"East Lansing, MI","East Lansing, MI",0 potential applicants,0,"['Full-time\nMatches your job preferences, job type is Full-time.', 'Entry level']","['Biochemistry', 'Biology', 'Biophysics', 'Computer Science', 'GROMACS', 'Linux', 'Matplotlib', 'Molecular', 'Molecular Biology', 'Plant Biology']"
researcher,Principal Researcher,University of Chicago,"Chicago, IL (On-site)","Chicago, IL",3 weeks ago,0,"['On-site\nMatches your job preferences, workplace type is On-site.', 'Mid-Senior level']","['Analytical Skills', 'Attention to Detail', 'Communication', 'Computer Science', 'Data Collection', 'Deep Learning', 'Literature Reviews', 'MATLAB', 'Machine Learning', 'Research Skills']"
researcher,Research Specialist - Journey,University of North Carolina at Chapel Hill,"Chapel Hill, NC (On-site)","Chapel Hill, NC",3 weeks ago,"$61,937/yr - $70,000/yr (from job description)","['$61.9K/yr - $70K/yr', 'On-site\nMatches your job preferences, workplace type is On-site.', 'Part-time\nMatches your job preferences, job type is Part-time.', 'Mid-Senior level']","['Analytical Skills', 'Research Projects', 'Biochemistry', 'Cell Culture', 'Laboratory Skills', 'MATLAB', 'Molecular Biology', 'Polymerase Chain Reaction (PCR)', 'Qualitative Research', 'Statistics']"
researcher,"Analyst, Research (future opportunity)","Hedgeye Risk Management, LLC","Stamford, CT (On-site)","Stamford, CT",4 months ago,"$60,000/yr - $70,000/yr (from job description)","['$60K/yr - $70K/yr', 'On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Internship']","['Analytics', 'Audio Conferencing', 'Communication', 'Data Analytics', 'Data Interpretation', 'Data Visualization', 'Financial Modeling', 'Quantitative Finance', 'Series 65', 'Visualization']"
researcher,Vulnerability Research Intern,Two Six Technologies,"Arlington, VA","Arlington, VA",3 days ago,0,"['Internship\nMatches your job preferences, job type is Internship.', 'Internship']","['Analytical Skills', 'Communication', 'Computer Science', 'Development Tools', 'IDA Pro', 'PowerPC', 'Program Analysis', 'Rootkits', 'Universal Asynchronous Receiver/Transmitter (UART)', 'Vulnerability Research', 'Python (Programming Language)', 'C++', 'Cybersecurity', 'Java', 'Linux', 'Problem Solving', 'SQL', 'Technical Support']"
researcher,Research Intern on Generative AI for Content Creation – Sony AI,Sony,"Forest Home, NY (On-site)","Forest Home, NY",2 weeks ago,$50/hr (from job description),"['$50/hr', 'On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Internship']","['Applied Mathematics', 'Artificial Intelligence (AI)', 'Communication', 'Computer Science', 'Generative AI', 'Generative Modeling', 'Machine Learning', 'Mathematics', 'Presentations', 'Problem Solving', 'Data Analysis', 'Natural Language Processing (NLP)', 'Python (Programming Language)', 'C++', 'Data Science', 'Deep Learning', 'Java']"
researcher,Applied Researcher I,Capital One,"New York, NY","New York, NY",Reposted 3 days ago,0,"['Full-time\nMatches your job preferences, job type is Full-time.', 'Mid-Senior level']","['Natural Language Processing (NLP)', 'Adaptation', 'Applied Research', 'Compiler Construction', 'Computer Engineering', 'Computer Science', 'Interpersonal Skills', 'Model Compression', 'Optimization', 'Transfer Learning', 'Analytical Skills', 'Data Analysis', 'Microsoft PowerPoint', 'Python (Programming Language)', 'Data Analytics', 'Finance', 'Management', 'Marketing', 'Project Management', 'Teamwork']"
researcher,Senior UX Researcher,Candidly,United States (Remote),United States,Reposted 2 days ago,0,"['Remote\nMatches your job preferences, workplace type is Remote.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Mid-Senior level']","['Pivot Tables', 'Research Projects', 'Business Insights', 'Communication', 'Human Computer Interaction', 'Presentations', 'UX Research', 'Usability', 'User Experience (UX)', 'User Interface Design', 'Data Analysis', 'Leadership', 'Microsoft Office', 'Project Management', 'Qualitative Research', 'Quantitative Research', 'Research Skills', 'Usability Testing']"
researcher,"Monitoring, Evaluation, Research & Learning Intern (IP)",Save the Children US,United States (Remote),United States,3 days ago,$17/hr (from job description),"['$17/hr', 'Remote\nMatches your job preferences, workplace type is Remote.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Internship']","['Data Analysis', 'English', 'Adaptive Management', 'Communication', 'Data Analytics', 'Interpersonal Skills', 'System Monitoring', 'System Operations', 'Technical Writing', 'Writing', 'Analytical Skills', 'Leadership', 'Microsoft Excel', 'Microsoft Office', 'Project Management', 'Public Speaking', 'Research Skills', 'Teamwork']"
researcher,Quantitative Researcher,Albert Bow,United States (Remote),United States,Reposted 6 days ago,0,"['Remote\nMatches your job preferences, workplace type is Remote.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Mid-Senior level']","['Python (Programming Language)', 'C++', 'Crypto', 'High-Frequency Trading', 'Mathematics', 'Rust (Programming Language)', 'Trading Strategies', 'Analytical Skills', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office', 'Communication', 'Machine Learning', 'R (Programming Language)', 'SQL', 'Tableau']"
researcher,Senior UX Researcher,F-Secure Corporation,United States (Remote),United States,2 days ago,"$90,000/yr - $130,000/yr (from job description)","['$90K/yr - $130K/yr', 'Remote\nMatches your job preferences, workplace type is Remote.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Mid-Senior level']","['Analytical Skills', 'Communication', 'Human Computer Interaction', 'Research Skills', 'Service Design', 'UX Research', 'Usability', 'User Experience (UX)', 'User Experience Design (UED)', 'Visual Design', 'Data Analysis', 'Microsoft Office', 'Project Management', 'Qualitative Research', 'Usability Testing', 'Wireframing']"
researcher,Quantitative Researcher,Marga Consulting LLC,"New York, United States (Hybrid)","New York, United States",Reposted 6 days ago,0,"['Hybrid\nMatches your job preferences, workplace type is Hybrid.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Mid-Senior level']","['Analytical Skills', 'Data Analysis', 'C++', 'Financial Futures', 'Fixed Income Analysis', 'Interest Rate Swaps', 'Interest Rates', 'Macros', 'Quantitative Research', 'Swaps', 'Microsoft Excel', 'Microsoft Office', 'Python (Programming Language)', 'Communication', 'Machine Learning', 'R (Programming Language)', 'SQL', 'Tableau']"
