search_key,job_name,company_name,job_location,location,post_time,salary,others,skills
data analyst,Data Analyst,"Last Bottle, Inc.","American Canyon, CA (On-site)","American Canyon, CA",1 month ago,"$80,000/yr - $120,000/yr","['$80K/yr - $120K/yr', 'On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Data Analysis', 'Attention to Detail', 'Compensation', 'Data Models', 'Data Visualization', 'Employee Benefits', 'Learning', 'Machine Learning Algorithms', 'Statistical Analysis', 'Tableau', 'Microsoft Excel', 'Python (Programming Language)', 'Communication', 'Machine Learning', 'Microsoft Power BI', 'R (Programming Language)', 'SQL']"
data analyst,"undergraduate intern, data analyst - 2025 Starbucks Summer Internship Program - Data, Analytics, Insights & Business Operations",Starbucks,"Seattle, WA (Hybrid)","Seattle, WA",1 week ago,0,"['Hybrid\nMatches your job preferences, workplace type is Hybrid.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Analytics', 'Automation', 'Brewing', 'Data Analytics', 'Data Pipelines', 'Data Preparation', 'Data Science', 'Data Visualization', 'Interpersonal Skills', 'Presentations', 'Analytical Skills', 'Data Analysis', 'Leadership', 'Microsoft Excel', 'Python (Programming Language)', 'Communication', 'Java', 'Problem Solving', 'R (Programming Language)', 'SQL']"
data analyst,"Data Analyst (Contract-to-Hire, Remote)",VentureBeat,United States (Remote),United States,2 weeks ago,$35/hr - $45/hr,"['$35/hr - $45/hr', 'Remote\nMatches your job preferences, workplace type is Remote.', 'Contract']","['Analytical Skills', 'Data Analysis', 'Ad Hoc Analysis', 'Applied Mathematics', 'Data Analytics', 'Data Science', 'Data Visualization', 'Problem Solving', 'SQL', 'Visualization', 'Microsoft Excel', 'Microsoft Office', 'Python (Programming Language)', 'Communication', 'Tableau']"
data analyst,Criminal Intelligence Analyst Supervisor,City of West Fargo,"West Fargo, ND (On-site)","West Fargo, ND",2 weeks ago,"$61,276/yr - $67,412/yr","['$61.3K/yr - $67.4K/yr', 'On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Analytical Skills', 'Communication', 'Confidentiality', 'Criminal Intelligence', 'Criminal Investigations', 'Government Regulations', 'Intelligence Analysis', 'Law Enforcement', 'Sociology', 'Supervisory Skills', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office', 'Python (Programming Language)', 'Machine Learning', 'Problem Solving', 'R (Programming Language)', 'SQL', 'Tableau']"
data analyst,"graduate intern, data analyst - 2025 Starbucks Summer Internship Program - Data, Analytics, Insights & Business Operations",Starbucks,"Seattle, WA (Hybrid)","Seattle, WA",1 week ago,0,"['Hybrid\nMatches your job preferences, workplace type is Hybrid.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Analytics', 'Automation', 'Data Analytics', 'Data Pipelines', 'Data Preparation', 'Data Science', 'Data Visualization', 'Interpersonal Skills', 'Presentations', 'Visualization', 'Data Analysis', 'Microsoft Excel', 'Python (Programming Language)', 'Communication', 'Machine Learning', 'Problem Solving', 'R (Programming Language)', 'SQL', 'Tableau']"
data analyst,Business Intelligence Summer Intern,Arch Insurance Group Inc.,"New York, NY (Hybrid)","New York, NY",2 weeks ago,0,"['Hybrid\nMatches your job preferences, workplace type is Hybrid.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Internship']","['Analytics', 'Communication', 'Data Analytics', 'Data Science', 'Data Visualization', 'Organization Skills', 'Problem Solving', 'Strategic Analytics', 'Streamlining', 'Visualization', 'Analytical Skills', 'Data Analysis', 'Microsoft Excel', 'Microsoft Office', 'Python (Programming Language)', 'R (Programming Language)', 'SQL', 'Tableau']"
data analyst,Data Analytics Intern (Hybrid),Signet Jewelers,Greater Cleveland (On-site),Greater Cleveland,2 weeks ago,0,"['On-site\nMatches your job preferences, workplace type is On-site.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Internship']","['Analytical Skills', 'Data Analysis', 'Databases', 'Analytics', 'Communication', 'Computer Science', 'Data Analytics', 'Data Science', 'Interpersonal Skills', 'Written Communication', 'Microsoft Excel', 'Python (Programming Language)', 'Data Visualization', 'Microsoft Power BI', 'Problem Solving', 'SQL', 'Tableau']"
data analyst,Senior Data Center Real Estate Analyst - North America,datacenterHawk,"Dallas, TX (Remote)","Dallas, TX",4 weeks ago,0,"['Remote\nMatches your job preferences, workplace type is Remote.', 'Full-time\nMatches your job preferences, job type is Full-time.']","['Analytical Skills', 'Commercial Real Estate', 'Communication', 'Financial Analysis', 'Financial Modeling', 'Investments', 'Lease Administration', 'Real Estate', 'Real Estate Transactions', 'Written Communication', 'Data Analysis', 'Leadership', 'Microsoft Excel', 'Microsoft Office', 'Python (Programming Language)', 'Project Management', 'SQL', 'Tableau']"
data analyst,Business Intelligence Intern,HMH,United States (Remote),United States,1 day ago,0,"['Remote\nMatches your job preferences, workplace type is Remote.', 'Internship\nMatches your job preferences, job type is Internship.', 'Internship']","['Analytics', 'Business Reporting', 'Communication', 'Computer Science', 'Critical Thinking', 'Data Analytics', 'Data Validation', 'Presentation Skills', 'Presentations', 'Statistics', 'Analytical Skills', 'Data Analysis', 'Microsoft Excel', 'Python (Programming Language)', 'Data Visualization', 'Microsoft Power BI', 'Problem Solving', 'SQL', 'Tableau']"
data analyst,Investments Quantitative Analyst Intern,Allstate,"Chicago, IL (Hybrid)","Chicago, IL",1 day ago,$23/hr - $32/hr (from job description),"['$23/hr - $32/hr', 'Hybrid\nMatches your job preferences, workplace type is Hybrid.', 'Full-time\nMatches your job preferences, job type is Full-time.', 'Internship']","['Communication', 'Customer-Focused Selling', 'Data Science', 'Digital Literacy', 'Presentations', 'Quantitative Finance', 'Quantitative Research', 'Statistical Analysis', 'Statistics', 'Strategic Thinking', 'Analytical Skills', 'Data Analysis', 'Microsoft Excel', 'Python (Programming Language)', 'Java', 'Machine Learning', 'Problem Solving', 'R (Programming Language)', 'SQL']"
