search_key,job_name,company_name,job_location,location,post_time,salary,others,skills
data analyst,Data Analyst,Kforce Inc,"San Ramon, CA (Remote)","San Ramon, CA",1 week ago,$40.75/hr - $44.79/hr,"['$40.75/hr - $44.79/hr', 'Remote', 'Contract', 'Mid-Senior level']","['Analytics', 'Data Analysis', 'Data Analytics', 'Data Interpretation', 'Data Visualization', 'Databases', 'Presentations', 'Problem Solving', 'SAS (Software)', 'SQL']"
data analyst,Data Governance Analyst,Live Nation Entertainment,"California, United States (Hybrid)","California, United States",Reposted 5 days ago,"$100,000/yr - $125,000/yr (from job description)","['$100K/yr - $125K/yr', 'Hybrid', 'Full-time', 'Entry level']","['Compliance Implementation', 'Computer Science', 'Data Analysis', 'Data Analytics', 'Data Governance', 'Data Management', 'Data Modeling', 'Data Quality', 'Data Standards', 'Web Conferencing']"
data analyst,Data Analyst,ConnectedX Inc.,"Plano, TX (On-site)","Plano, TX",2 days ago,0,"['On-site', 'Contract', 'Mid-Senior level']","['Analytical Skills', 'Connectors', 'Data Analysis', 'Database Management System (DBMS)', 'Digital Authentication', 'Hands-on Technical', 'Netezza', 'Single Sign-On (SSO)', 'Snowflake', 'Snowflake Cloud']"
data analyst,Site Analytics Analyst,Macy's,"New York, NY (On-site)","New York, NY",3 weeks ago,0,"['On-site', 'Full-time', 'Associate']","['Analytical Skills', 'Analytics', 'Business Insights', 'Category Analysis', 'Communication', 'Data Analytics', 'Identifying Issues', 'Performance Analysis', 'Performance Metrics', 'Technical Proficiency']"
data analyst,"Data Analyst, Product Insights, SCC",Lyft,"San Francisco County, CA (Hybrid)","San Francisco County, CA",Reposted 1 week ago,"$114,000/yr - $140,000/yr (from job description)","['$114K/yr - $140K/yr', 'Hybrid', 'Full-time']","['Analytical Skills', 'Communication', 'Data Analytics', 'Data Science', 'Datasets', 'Interpersonal Skills', 'Key Performance Indicators', 'Problem Solving', 'Python (Programming Language)', 'SQL']"
data analyst,Intern - Commercial - Integrated Insights & Data Intelligence,Gilead Sciences,"Foster City, CA","Foster City, CA",2 weeks ago,0,['Full-time'],"['Analytical Skills', 'Brand Performance', 'Business Case Preparation', 'Market Research', 'Marketing Mix Modeling', 'Performance Analysis', 'Performance Reporting', 'Presentations', 'Primary Market', 'Timelines']"
data analyst,Data Analyst (Entry Level),CTDI,"West Chester, PA","West Chester, PA",Reposted 1 week ago,0,"['Full-time', 'Entry level']","['Clutter Control', 'Data Architecture', 'Data Modeling', 'Data Models', 'Data Quality', 'Data Science', 'Employee Privacy', 'Legal Process', 'Quality Control', 'Requirements Analysis']"
data analyst,Data Analyst,Kforce Inc,"North Palm Beach, FL (On-site)","North Palm Beach, FL",Reposted 1 week ago,$30/hr - $40/hr,"['$30/hr - $40/hr', 'On-site', 'Contract', 'Associate']","['Algorithms', 'Analytical Skills', 'Data Analysis', 'Data Analytics', 'Data Governance', 'Data Integrity', 'Data Science', 'Data Visualization', 'Problem Solving', 'SOQL']"
data analyst,Data Analyst,Robert Half,"Urbandale, IA (On-site)","Urbandale, IA",1 week ago,0,"['On-site', 'Contract', 'Entry level']","['Analytics', 'Communication', 'Dashboards', 'Data Analytics', 'Data Manipulation', 'Data Science', 'Data Visualization', 'Databases', 'Problem Solving', 'Visualization']"
data analyst,Power BI Consultant,Capgemini,"Phoenix, AZ (Hybrid)","Phoenix, AZ",3 weeks ago,"$80,000/yr - $150,000/yr","['$80K/yr - $150K/yr', 'Hybrid', 'Full-time', 'Mid-Senior level']","['Agile Methodologies', 'Computer Science', 'Data Modeling', 'Data Quality', 'Enterprise Data Management', 'Microsoft Azure', 'Microsoft Power BI', 'PL/SQL', 'RDBMS', 'Tableau']"
data analyst,Associate Insights Analyst,Quid,United States (Remote),United States,Reposted 1 week ago,0,"['Remote', 'Full-time', 'Entry level']","['Analytical Skills', 'Analytics', 'Business Insights', 'Communication', 'Customer Insight', 'Data Analytics', 'Market Research', 'Problem Solving', 'Strategic Consulting', 'Unstructured Data']"
data analyst,Insights Data Analyst,San Francisco Health Plan,"San Francisco, CA (Hybrid)","San Francisco, CA",Reposted 2 weeks ago,"$82,000/yr - $91,000/yr","['$82K/yr - $91K/yr', 'Hybrid', 'Full-time', 'Associate']","['Data Analysis', 'Data Extraction', 'Microsoft Excel', 'SQL', 'Tableau']"
data analyst,Data Analyst,Riskified,"New York, United States (Hybrid)","New York, United States",Reposted 3 weeks ago,"$100,000/yr - $125,000/yr (from job description)","['$100K/yr - $125K/yr', 'Hybrid', 'Full-time', 'Associate']","['Analytical Skills', 'Communication', 'Critical Thinking', 'Data Analysis', 'Data Analytics', 'Data Science', 'Online Fraud', 'Oral Communication', 'Problem Solving', 'Thinking Skills']"
data analyst,Data Analyst – Digital Analytics,Softrams,"Portland, OR (Remote)","Portland, OR",2 days ago,0,"['Remote', 'Full-time', 'Mid-Senior level']","['Application Development', 'Business Systems', 'Business Systems Analysis', 'Data Analysis', 'Data Analytics', 'Data Science', 'Public Trust', 'Statistical Analysis', 'Systems Analysis', 'Web Analytics']"
data analyst,Intelligence Support Analyst,Boeing,"Washington, DC","Washington, DC",1 week ago,0,['Full-time'],"['Analytical Skills', 'Client Requirements', 'Communication', 'Content Administration', 'Databases', 'Help Desk Support', 'Query Writing', 'Source Analysis', 'Technical Support', 'Troubleshooting']"
data analyst,Intern- Quantitative Modeling Analyst,Zions Bancorporation,"Salt Lake City, UT (On-site)","Salt Lake City, UT",2 weeks ago,0,"['On-site', 'Internship', 'Internship']","['Balance Sheet Review', 'Communication', 'Computer Science', 'Income Statements', 'Predictive Modeling', 'R (Programming Language)', 'SAS (Software)', 'SQL', 'Statistical Software', 'Summary Reports']"
